"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Tradd",23.3608840135682,0.104432124056576,0.172875514773826,0.60408857895929,0.545784752351295,0.773478088540199
"Txlna",318.068781416586,0.0371686629268796,0.0615408245664536,0.603967580686927,0.545865196243797,0.773502970946382
"Gm13133",1.41724921038764,0.331040656086454,0.548373889713894,0.603676911494034,0.546058467334622,0.773714599589717
"Bad",55.796780018857,0.101686808565429,0.168502414504585,0.60347389599371,0.546193476051344,0.773843648407016
"Cdc14a",29.9712862566428,-0.0740636611434074,0.12274296895285,-0.603404510867405,0.546239622118439,0.773846786522141
"Trp53rkb",14.7446889484947,0.103266841518389,0.171273114899636,0.602936669768064,0.546550820305915,0.774225387992658
"Ifi44",7.66946532335049,0.186206922275883,0.309320316336016,0.60198736533557,0.54718254767449,0.774521695065692
"Zfp653",66.9696126876041,0.058203098669771,0.0967023363628067,0.601878929288795,0.547254730883646,0.774521695065692
"Isoc2b",36.0050741702079,0.0983808679143553,0.163428210631967,0.601982164119171,0.547186009888737,0.774521695065692
"Stub1",112.979892189012,-0.0517068028979796,0.0859005785580978,-0.60193777231673,0.54721555994265,0.774521695065692
"Nkain4",102.846322826198,0.146077145745948,0.24254061113533,0.602279119616968,0.546988357420302,0.774521695065692
"Pim1",17.5788123701636,0.113039660953902,0.187613247049848,0.602514282607493,0.546831858892399,0.774521695065692
"Snrpc",12.0584045714273,-0.127000317594403,0.210982076658377,-0.601948372136095,0.547208503945772,0.774521695065692
"Rnaseh1",30.9641188869724,0.0779979848536136,0.129559331660288,0.602025217744473,0.547157351366359,0.774521695065692
"Fem1c",112.895612198746,0.0840262653632087,0.139563747730914,0.602063692967143,0.547131741073095,0.774521695065692
"Cep126",72.2303847219572,-0.0656122125398936,0.10890244278664,-0.60248614136636,0.546850585428316,0.774521695065692
"Eps8l2",51.3339269769026,-0.0613417565899975,0.101879341268805,-0.602102014265573,0.547106233826234,0.774521695065692
"Ttll4",184.904107085578,0.0575650158296664,0.0956500377623194,0.601829514931396,0.547287626368588,0.774521695065692
"Atxn10",1011.13249546963,0.0264552341431518,0.0439637880788395,0.601750561068806,0.547340188539997,0.774533854525389
"Ppm1m",114.293442924638,0.066168075500004,0.109994277285155,0.601559255018932,0.547467557597029,0.774651861761722
"Rnf113a1",10.80371719658,-0.129140487722439,0.21474241274759,-0.601373925486399,0.547590961546242,0.774702014909409
"Unc13a",1221.49739131627,0.0593609147401683,0.098704814290301,0.601398373189597,0.547574681954714,0.774702014909409
"Zc3h8",37.7323428619565,0.083805976512796,0.139398010012719,0.601199231647204,0.547707296181317,0.774742152271251
"Gm16537",1.00337085428754,-0.417625012866598,0.694584029289383,-0.601259164127143,0.547667383704895,0.774742152271251
"Parpbp",1.9662632620505,0.29671954014514,0.494121890386138,0.600498674351919,0.548173944102177,0.775091027882473
"Upf3a",57.9184593180623,0.0769968684941452,0.128200226438667,0.600598537405718,0.548107412362746,0.775091027882473
"Klhl8",183.524966180081,0.0445022752631461,0.0741052017708447,0.600528359679262,0.548154166436595,0.775091027882473
"Ccdc187",25.9646875265154,0.0786878331096817,0.130998417674828,0.600677737230423,0.548054649918908,0.775091027882473
"Gm32278",3.37906846045533,0.218039847441969,0.363010992045017,0.600642548628195,0.548078092042873,0.775091027882473
"Zyx",217.809476633331,-0.035968343374594,0.0599264833563123,-0.600207810639123,0.548367748899623,0.775240601674708
"Mras",749.279405361499,-0.0246712698798975,0.0411018705191766,-0.600246888238014,0.548341709217859,0.775240601674708
"Lamc2",43.4098085251472,-0.0988546914521102,0.164722582551192,-0.600128348651822,0.548420700936828,0.775253241874828
"Mir324",2.1107139586016,0.250274173417194,0.417103477897543,0.600028977650174,0.548486923536091,0.775284637946417
"Lipa",95.2227399379587,-0.0611940049976385,0.102005976662969,-0.599906074129612,0.548568834085649,0.775338202071629
"Il1rapl2",26.8979354761541,-0.0831735557655497,0.138710951200226,-0.59961780267436,0.548760979805732,0.775440692456993
"Ugt1a6a",1.92556201976662,0.297324359500322,0.495785514962658,0.599703602721664,0.548703786793577,0.775440692456993
"Pigz",56.5551349920912,0.0552765847186031,0.0921892311339287,0.599599150993021,0.548773413123411,0.775440692456993
"Sv2b",1556.18962254106,-0.0699854281626825,0.116744587432018,-0.59947471400707,0.548856367089712,0.775487193624425
"Ccdc107",48.1950010372974,0.113053316522661,0.188605232515054,0.599417709758594,0.548894370145293,0.775487193624425
"Cnksr2",854.478687175395,-0.0964524790759062,0.160949366613199,-0.599272187927928,0.548991391157645,0.775562062333942
"Gdpd3",5.60752523720287,0.168778380062193,0.281774185800358,0.598984536439316,0.54918319647516,0.77560657413282
"Tbc1d30",448.277240200456,-0.0490192537237762,0.0818405035821151,-0.598960802759387,0.549199023511704,0.77560657413282
"Zfp229",20.8757066198832,-0.119437786260893,0.19937312296667,-0.59906663688495,0.549128448725551,0.77560657413282
"Tvp23b",178.844382113832,-0.0864273245056006,0.144264026943599,-0.599091307352662,0.549111998030494,0.77560657413282
"Rai14",57.2480225998941,0.059153308136652,0.0988319807021238,0.59852395668299,0.549490378766293,0.775757352012438
"Chp1",574.22063829581,-0.0252379917796837,0.0421611954761771,-0.598607119524024,0.549434907291477,0.775757352012438
"Coro2a",126.054769586372,0.0364430525239474,0.0608896686782887,0.598509621008036,0.549499941261105,0.775757352012438
"Spink8",21.5644887009622,0.13745032288325,0.229669307371417,0.598470576919395,0.549525985717355,0.775757352012438
"Shb",30.3415570241502,-0.0827903167752258,0.138331517160446,-0.598492075231129,0.549511645139851,0.775757352012438
"Aff3",171.469065489781,0.052472305397285,0.0877074833636065,0.59826486161679,0.549663218670429,0.775888901104224
"Dlgap1",1729.89187078788,-0.0617857477872543,0.103336349345752,-0.597909140185766,0.549900560765873,0.776161728997664
"Cyp2j6",125.433452206849,-0.0489256103537146,0.0818528418652666,-0.597726471540822,0.550022459348632,0.776190369692651
"9330159M07Rik",4.29709595137009,0.202125140076786,0.338186193469448,0.597674133302683,0.55005738819587,0.776190369692651
"Cdk7",220.034173586266,0.0711306821421944,0.119020213982389,0.597635307164878,0.550083300210322,0.776190369692651
"Zfp84",101.007847806697,0.0625229780808513,0.104632457771418,0.597548594504392,0.550141173182671,0.776190369692651
"Fopnl",349.807631549025,-0.129784679915878,0.217189370609473,-0.597564602501855,0.550130489045416,0.776190369692651
"1700034H15Rik",12.6306384200726,0.107549171429633,0.18002090245868,0.597426020871764,0.550222985273114,0.776243623705423
"Slc22a6",30.1661501533943,0.0831704450482751,0.139243580464427,0.597301827279017,0.550305884720661,0.776298403087567
"Lage3",48.8465919002837,-0.105406731383806,0.176570841500217,-0.596965673880398,0.550530298569245,0.776552787419702
"Prr32",5.53522079425393,-0.179500042607637,0.300723432577652,-0.5968940999012,0.550578086714005,0.776553470169517
"Ano2",25.3738937508765,0.115511530505014,0.19358365176828,0.596700854901122,0.550707121734749,0.776553470169517
"Nr1h2",166.467915773824,0.0443693916994081,0.0743446286101397,0.596806958739137,0.550636271431029,0.776553470169517
"Tedc2",50.0129878089732,-0.0588805780732817,0.0986666395139935,-0.596762779834322,0.550665771127251,0.776553470169517
"Gsg1l",226.984674340957,0.0571432414717285,0.0957885764303713,0.596555910957356,0.550803914572957,0.776627787977478
"Gm13848",1.63460901311445,0.282271784176798,0.473502083546106,0.596136308551877,0.5510841701356,0.776898571983881
"Fbxo33",275.578770075943,-0.0535232074463317,0.0897746577536987,-0.596195059781518,0.551044925531146,0.776898571983881
"Mrpl37",160.866842776447,-0.0428801538842425,0.0719400079651569,-0.59605433884593,0.551138926497938,0.776913587568917
"Irs3",1.15608931993827,0.345549840116011,0.579801108061837,0.595979958146541,0.551188615663765,0.776921458343381
"1700067K01Rik",2.99591783547255,0.244730792902887,0.410713777263212,0.595867016036445,0.551264069545615,0.776965641306289
"Htr7",65.0833427428386,0.0657139011005068,0.110345214191003,0.595530142220383,0.551489156923483,0.777034194465458
"Ppp1r3e",42.255305941626,0.0587398283981506,0.0986296071325048,0.595559792905147,0.551469343553466,0.777034194465458
"Dtwd2",17.276170326662,0.106146427968559,0.178234294459186,0.595544355201886,0.551479659390514,0.777034194465458
"Immp2l",10.319581080652,-0.125625816783631,0.2109478042184,-0.595530336279621,0.551489027246842,0.777034194465458
"Mia3",513.787260934351,0.0388960828666676,0.0653243966036636,0.595429653987591,0.55155630841447,0.777066653820755
"Slc25a29",37.5188369512875,0.0876538528966558,0.147229617943602,0.59535475348603,0.551606363459275,0.777075023379329
"Akap6",895.051122186837,0.095681427556788,0.160790020262802,0.595070685359715,0.551796222830239,0.77728032508234
"Aoah",2.3451762167087,0.240128597032568,0.403739291521829,0.594761525754511,0.552002888780668,0.777447100493441
"Pdk3",165.602059978221,-0.0478076967480717,0.0803808747806839,-0.594764574017303,0.552000850902899,0.777447100493441
"Cdk5",595.012575418025,-0.0699527659770486,0.117654876851582,-0.594559000433887,0.552138292814344,0.777513472533749
"Mpg",36.7187813518441,0.0836925847008897,0.140761990814411,0.594568066398231,0.552132231158712,0.777513472533749
"Nrip1",211.219656872385,0.0914231590025373,0.15384187226587,0.594267072130659,0.552333498431784,0.777672443282983
"Wdr89",10.8272772902974,-0.126967243919817,0.213680460273462,-0.594192111704215,0.552383628178069,0.777672443282983
"Chkb",7.09121191320645,-0.192368357390404,0.32371678102314,-0.594248950525224,0.552345617041356,0.777672443282983
"Srbd1",45.8449931732683,0.0718466084815763,0.120954026511074,0.593999311589668,0.552512573411266,0.777791814963594
"Slc6a19",2.64060799352077,-0.228973237111238,0.385569311307805,-0.593857525472107,0.552607409770448,0.777863155114786
"Fbh1",426.653272644649,0.027814995120623,0.0468731887810815,0.59340949152257,0.552907138335068,0.778085790080509
"Med24",610.986540537814,0.031217964712345,0.0526324161686016,0.593131894464848,0.553092886948206,0.778085790080509
"Usp47",434.827284877523,-0.0440865861078072,0.0743483103204543,-0.592973611878821,0.553198812321151,0.778085790080509
"Gjb6",294.943666617646,-0.0486618088116385,0.082022341379179,-0.59327505157017,0.552997092365788,0.778085790080509
"Ccne2",24.1047124811067,-0.123250438689866,0.207751371411796,-0.593259326532021,0.553007614487779,0.778085790080509
"Tlr6",3.49248155308134,0.205367777600805,0.34627101759096,0.593083934744431,0.553124981351052,0.778085790080509
"Slc26a6",31.8955881232982,-0.0765384995724096,0.129078484045245,-0.592960942627597,0.553207291227266,0.778085790080509
"Barx2",15.0820403531099,-0.130250793997098,0.219444338918769,-0.593548207435475,0.552814330773014,0.778085790080509
"Tmem98",68.7922315298654,-0.0684835335834004,0.115427046481069,-0.593305777728901,0.552976532801319,0.778085790080509
"Prpf8",735.636333209232,0.0943304300410751,0.159072837521306,0.593001492341145,0.553180153524648,0.778085790080509
"Arf5",363.764004830299,0.0736229818001534,0.12419089601735,0.592821085612167,0.553300894874778,0.778155310436664
"Nedd8",409.599089399037,0.0973252294412367,0.164276663211431,0.592447080057712,0.553551247822796,0.778445252307085
"Rit1",134.494095088149,-0.0591268575363573,0.0998125189428943,-0.592379174101252,0.553596708865067,0.77844703653374
"Lat",4.71506682164509,0.172198631124145,0.290755755086372,0.592244962005968,0.553686565297653,0.778511242633953
"Hps6",27.940103835533,0.0771877719241461,0.130372391048668,0.592056119422798,0.553813009521115,0.778626878658668
"Pias1",249.174209572059,-0.06275379506316,0.106056181057966,-0.591703325889715,0.554049269034685,0.778896877417875
"Phc3",531.149665956891,0.0740859357027883,0.125312034286338,0.591211659157188,0.55437861170905,0.778939946775186
"Slfn2",8.63361988514484,0.162158549084859,0.274289220821285,0.591195485551053,0.554389447216606,0.778939946775186
"Cenpm",6.26211778218212,-0.15032414331879,0.254173933209084,-0.591422343829149,0.554237472977548,0.778939946775186
"Fdx2",0.889070876750157,0.391250262998989,0.661593285979922,0.591375806390609,0.554268647130885,0.778939946775186
"4930474N09Rik",0.980399773459567,0.397845285190658,0.672537037269851,0.591558922621871,0.554145987545555,0.778939946775186
"Elp6",68.8999544028956,-0.0592445925291057,0.100160228887947,-0.591498174344078,0.554186678034088,0.778939946775186
"Znrf2",60.181041998095,-0.0858538918020058,0.145196737473682,-0.59129353245673,0.554323762281176,0.778939946775186
"Camta2",1140.50843616234,-0.0485878516683413,0.0822035262101092,-0.591067730405537,0.554475040418616,0.778957606000211
"Gm19897",5.69268621655552,0.152477734257358,0.257980029843948,0.591044719041205,0.554490458225186,0.778957606000211
"Sytl5",45.4365579032288,-0.108534361900786,0.183734649995911,-0.590712540629662,0.554713043898369,0.779208155364415
"Zfp758",51.5445105093792,-0.082234805658642,0.139235598119764,-0.590616241601573,0.554777579992219,0.779236669449241
"Lsm7",5.50073015879452,0.15624435125415,0.264742750556737,0.590174238673497,0.555073841305178,0.779590632641581
"Cactin",49.3055208264401,0.0913912128986187,0.154984511281246,0.589679653425327,0.555405438601149,0.779994164152056
"Sdk2",52.9076779746814,0.113007722850484,0.191666368454651,0.58960642788629,0.555454541272693,0.780000936265823
"Zbtb17",177.279635925239,0.06080477070549,0.103154196735509,0.589455132508041,0.555556001761486,0.78008122527131
"Nek11",13.6124264370837,0.113027156749855,0.191795533762971,0.589310681705124,0.555652880640329,0.780155068745368
"Ryr2",1265.13012740594,-0.0662194990811467,0.112457984056987,-0.588837685793748,0.555970162710253,0.780351746306064
"Galnt7",122.230131310416,0.0547585762413207,0.0929714768100618,0.588982536581526,0.55587298850968,0.780351746306064
"Rbm45",75.7240656186031,-0.0587807884874499,0.0998046711205724,-0.588958290503636,0.555889253589073,0.780351746306064
"Naa80",40.7195062143577,-0.0684747631060569,0.116280989305391,-0.588873241577092,0.555946309087726,0.780351746306064
"1810055G02Rik",47.3586546027338,0.0713884965367359,0.121289249665914,0.588580576872003,0.556142666505908,0.78039699319502
"Smarcb1",218.667319214002,0.0570656996493542,0.0970021181431292,0.588293335668735,0.556335418028487,0.78039699319502
"Cpxm2",9.6304829796211,0.127043365252866,0.215935761814338,0.588338699367909,0.55630497481831,0.78039699319502
"9930111J21Rik1",2.77740688153387,-0.295104002256008,0.501368505460343,-0.588597008073038,0.556131641430142,0.78039699319502
"Serpinb9",62.6459265119237,0.0716407943373962,0.121723041586002,0.588555736070555,0.556159334492862,0.78039699319502
"Dcbld2",139.082079185485,0.0527355730584968,0.0896183280473099,0.588446294497455,0.556232771849516,0.78039699319502
"Ric8a",254.324160168502,-0.0439452514269419,0.074703606953265,-0.588261440367053,0.556356823192907,0.78039699319502
"2900040C04Rik",5.00120696761807,0.155714115365626,0.264606678355721,0.588473867452027,0.556214269432014,0.78039699319502
"Colq",12.8263262399934,-0.144187426684328,0.245184529736491,-0.588077179417853,0.556480489891607,0.780508307145525
"B330016D10Rik",12.9664236613198,-0.113747926950984,0.193495067476455,-0.587859568899994,0.556626556405287,0.780569600630126
"Ube2v1",29.2403338206702,-0.0929952681414317,0.158224539884302,-0.587742383131163,0.556705222645608,0.780569600630126
"Cenph",2.41862985999807,0.24914305727401,0.423849633884789,0.587810009390576,0.556659824803228,0.780569600630126
"Sertad2",152.778545545142,-0.0887385953470612,0.15098779233277,-0.587720331399278,0.556720026472417,0.780569600630126
"Tbcb",230.27806432604,0.0762615855240591,0.129766752241103,0.587682007964317,0.556745754318303,0.780569600630126
"Tmem246",428.157190843911,0.0681183254100093,0.115927673186761,0.587593311739034,0.556805301381019,0.780590957725957
"Surf4",326.225598727879,-0.0289997589070904,0.0493612886379872,-0.587500037119634,0.55686792554054,0.780616624892298
"Prim1",26.3282058096964,-0.0944282239966348,0.160802985057841,-0.587229297781187,0.557049718149535,0.780685081168276
"Farp2",32.288622437926,0.087676107314831,0.14930361205711,0.587233665058914,0.557046785436016,0.780685081168276
"Gpr45",36.0319182729167,0.0753439611769812,0.128301416239224,0.587241851146046,0.557041288336584,0.780685081168276
"D030068K23Rik",10.3134550950971,-0.130895195919837,0.223002571651153,-0.586967203789016,0.557225733226442,0.780869633316131
"Tlr8",1.35524692323798,-0.34243824934694,0.583646883898825,-0.586721627055412,0.557390680343633,0.781038647224015
"Magi2",447.536674268988,-0.0611862397331869,0.104333390966371,-0.586449258156563,0.557573650818039,0.781176450486094
"Mettl17",122.971070751516,-0.0685621828018059,0.116911889158175,-0.586443203471333,0.557577718533162,0.781176450486094
"Dhrs13os",2.35158947889885,-0.246045374742696,0.419901384889521,-0.585959902960148,0.557902460574114,0.781507104812169
"Pik3ip1",128.076133116596,0.0534880796628373,0.09127790896449,0.585991509551844,0.557881220481006,0.781507104812169
"Cd209f",2.92721418365774,-0.272287037591992,0.464836394254185,-0.585769619069667,0.558030342451472,0.781624084150976
"Rps26",35.6641684524351,0.116791884236625,0.199502895532196,0.585414481955612,0.558269053440858,0.781734326189294
"Naa38",28.3814094975173,0.0998838371299155,0.170661514275635,0.585274527498881,0.558363139662451,0.781734326189294
"Ccdc134",48.0414211926834,-0.0806606300331557,0.137821011470313,-0.58525640736957,0.558375321720902,0.781734326189294
"Ndst3",150.390716762488,-0.0769524853136873,0.131452364494188,-0.58540206263912,0.558277402177833,0.781734326189294
"Spdya",8.90439639887038,-0.141730840843313,0.242122915255909,-0.585367315165159,0.558300761074098,0.781734326189294
"Cpne2",72.5426100652602,0.0536685804688551,0.0916516336052723,0.585571455278107,0.558163535234618,0.781734326189294
"Abcg3",2.23354437634576,-0.238235220881525,0.407215013664113,-0.585035455195744,0.558523876984677,0.781784472628472
"Cenpp",7.55932076809135,0.130088078435522,0.222332150380582,0.585106914195007,0.558475830049469,0.781784472628472
"Pcdhga1",17.5155486360347,0.156262357262736,0.267112810521193,0.585005103116678,0.558544285440211,0.781784472628472
"4930412C18Rik",16.9175077856051,-0.0894613018412096,0.152958929582229,-0.584871390546155,0.558634196842874,0.781848194612047
"Maged2",253.702345800187,0.0473344281327089,0.0809430855940819,0.584786554469697,0.558691246214732,0.78186591738083
"Fam83h",13.1525484260932,-0.097497875490107,0.166823736866036,-0.584436467625709,0.558926697629147,0.782071155670619
"Sync",2.58582354573816,0.268366178712839,0.459160401408464,0.584471522129591,0.558903119500849,0.782071155670619
"Rbpms2",21.3897555639787,0.0949205733614603,0.162468083773828,0.584241354711855,0.559057942011724,0.782192664697102
"Znrf3",77.2301843116256,0.0552814271434927,0.0946404459994738,0.584120526479769,0.559139225664933,0.782244258604384
"I830077J02Rik",2.18621333333031,-0.254610724156738,0.436246179891473,-0.583640008538478,0.559462536799382,0.782385883274144
"Tubgcp4",89.7496654416015,-0.0600598242308148,0.10289470677722,-0.583701787117695,0.559420964690679,0.782385883274144
"Rars",150.79480779909,-0.0535709055514077,0.0917790112493902,-0.58369451601347,0.559425857492208,0.782385883274144
"9230112J17Rik",11.7729899444323,-0.116698914312431,0.199915336242013,-0.583741680383929,0.559394120467138,0.782385883274144
"Stmnd1",1.07249051192611,0.370831164310139,0.635184478955134,0.583816476309605,0.559343791889737,0.782385883274144
"Pdxp",215.529009470419,-0.0573973683378748,0.0983808812530974,-0.583419945082752,0.559610634318389,0.782530866358531
"Rbm4b",46.5559443073886,0.060609831591111,0.103932227156962,0.583166869883159,0.559780971470742,0.782706922722426
"Calu",444.871851728231,-0.0256517150249151,0.0440028796674261,-0.582955370620986,0.55992334442046,0.782843853636511
"Nek6",130.301333841851,0.035698596611661,0.0612522779820748,0.582812554695648,0.560019492390126,0.782916139559688
"Ift172",237.432765820604,0.0545254456121557,0.0935876097965659,0.582613935014252,0.560153222428761,0.783040950169243
"Zkscan6",90.8831568831254,-0.0514582948249965,0.0883388066459436,-0.582510640326376,0.560222776551095,0.783076036259922
"Lmf2",55.4268391055537,-0.0655937745074159,0.112646856309521,-0.582295650818549,0.560367554496879,0.783154115555579
"Dera",9.62032560389991,-0.129738830250617,0.22279136803209,-0.58233328964491,0.560342206499963,0.783154115555579
"Dolk",61.399228172327,-0.0542721550347863,0.0932233404950268,-0.582173463711929,0.560449845652583,0.783168934812411
"C87436",95.4365999811205,-0.0456869437163306,0.0784910292114741,-0.58206580007046,0.560522360327241,0.783168934812411
"Galt",95.4464200176234,-0.0858337465012707,0.147444005216674,-0.582144702154118,0.560469216974984,0.783168934812411
"Sufu",74.1116405121142,0.0547034535193378,0.0940322811025347,0.581751850300091,0.560733840809204,0.783168934812411
"Lpar3",1.11900933155309,0.343030895708228,0.589645863414554,0.581757486980042,0.560730043530684,0.783168934812411
"Uck2",35.0734321236285,-0.0714277322969975,0.122755643008049,-0.581869236694188,0.560654763347509,0.783168934812411
"Lipe",41.5551846155372,0.0646470234802063,0.111087606704821,0.581946316045718,0.560602841702904,0.783168934812411
"Olfr1564",2.37512308192448,0.277563058803288,0.477084975006218,0.581789562330423,0.560708435473464,0.783168934812411
"Lamb1",84.0206569073087,0.0688391548480192,0.118350680266083,0.581654069864668,0.560799714820004,0.783198840605278
"Gm12359",11.5010099759313,-0.139431783794573,0.239810111298431,-0.581425791596657,0.560953518911422,0.783283013329416
"Morc3",129.173569062428,-0.049089034317371,0.0844255704470506,-0.581447469734993,0.560938912235599,0.783283013329416
"H2-M5",15.9990204042671,-0.136521377815875,0.234828371506813,-0.581366625079688,0.560993386100705,0.783283013329416
"Unc5cl",1.5766268053916,0.362536671192866,0.624004412511257,0.580984146784902,0.561251138165758,0.78354374732264
"1700030C14Rik",1.7505952554683,0.268938664795722,0.462923120798581,0.580957512624947,0.561269089055752,0.78354374732264
"Etl4",378.935134676031,0.0685149492308745,0.117951669881696,0.580873075384131,0.561325999899809,0.783561097411455
"Shpk",22.9285495253043,0.0857451897537847,0.147656685414459,0.580706451002239,0.561438313205816,0.783655775524601
"Folh1",48.2379602821976,-0.0879056282228427,0.1514355765914,-0.580482012229053,0.561589613529453,0.783665051307913
"4933433G15Rik",1.41154189311203,0.320880330852488,0.552955319483092,0.580300649159953,0.561711889742476,0.783665051307913
"Rfx5",166.963044696554,-0.0625905203728705,0.107853659682659,-0.580328201722895,0.561693312788273,0.783665051307913
"Rgmb",396.987010600132,0.0272096736783712,0.0468767078236287,0.580451890536901,0.56160992088755,0.783665051307913
"Cox5a",750.26899801833,-0.0833934789451917,0.143629484841134,-0.580615317512497,0.561499746409633,0.783665051307913
"Prr5",55.7234849418648,0.0553010704288683,0.0952958503861535,0.580309323068946,0.561706041441063,0.783665051307913
"Fam161a",10.9794137948171,0.128432718022323,0.221396775808157,0.580102025214731,0.561845818120523,0.783789822300864
"Fbn1",51.2544925776704,0.0835868066621168,0.14415446197367,0.579841966163934,0.562021194360928,0.783972389821647
"Dpm3",7.55431429398467,0.146002578918956,0.251930860461041,0.579534316088816,0.562228698750002,0.784199740951879
"Slc35d1",69.346601623358,0.0625090762343907,0.107921697752942,0.579207680530459,0.562449048997943,0.784258687413818
"Camk2b",2408.55764851373,0.0577690387877524,0.0997108836128796,0.579365428271968,0.562342626247391,0.784258687413818
"Atp6v0d1",1351.21647292141,-0.0577337892097704,0.0996669805996637,-0.579266963465784,0.562409053287649,0.784258687413818
"Metrnl",25.7232655047974,-0.0877215095769296,0.15143147848637,-0.579281866978704,0.562398998728535,0.784258687413818
"Col9a2",40.5562142649384,0.083683291349217,0.144522418979919,0.579033287291189,0.562566712764853,0.784360665296255
"Sec61g",19.634111036016,-0.139295256530749,0.240612322788358,-0.578919877903645,0.56264323687648,0.784405272463728
"Rem2",39.3646611089201,-0.0618106374823301,0.106799850817924,-0.578752095709451,0.562756458794817,0.784501030521581
"Cacng4",277.688301398145,0.0528399868757137,0.0913487203490359,0.578442551508291,0.562965372674876,0.784637367397468
"Gabbr1",3193.32967029234,0.0228966835402238,0.039585614992995,0.578409190921388,0.562987890237672,0.784637367397468
"Fn3k",132.992058109047,0.0767356994630724,0.132643125357454,0.578512450278,0.562918194160453,0.784637367397468
"Lss",177.52795329458,0.0601193888460986,0.103956083098562,0.578315256348188,0.563051296062177,0.784641840069585
"Ano5",16.1660305590457,-0.107885109526405,0.186564496348016,-0.578272456111677,0.56308018735848,0.784641840069585
"Mypn",8.32834541443175,0.127763418565157,0.220984186637978,0.578156385345629,0.563158541807104,0.784688950635353
"Fam173a",91.6670290251978,-0.079994936562237,0.138469435201807,-0.577708260639984,0.563461101113149,0.784924262246589
"Nsun3",24.636271319815,-0.106815153210186,0.18485514927415,-0.577831635362093,0.563377794674919,0.784924262246589
"Gm10584",1.73225457531167,-0.269108481754647,0.465783713469104,-0.577754167809685,0.563430102474876,0.784924262246589
"Lactb2",63.8718337427395,-0.0979806674530612,0.16972891714823,-0.577277396800283,0.563752080311595,0.785267507092262
"Lin54",58.7588357166311,-0.0962149771044021,0.166880236383028,-0.57655105954888,0.564242768101577,0.785888855863784
"Ankrd10",203.685664913856,0.0463837790270239,0.0804666960125719,0.576434491852095,0.564321536263545,0.785936421670015
"Arhgef26",175.985787816646,-0.0440284123009404,0.0764061794299954,-0.576241511215464,0.56445195049179,0.786055902277879
"Cdca7l",3.8151651849299,0.174474344594056,0.302932351210871,0.575951508304256,0.564647958597162,0.786266702821266
"Vps9d1",221.295312294524,-0.0635068114014928,0.110305679085533,-0.575734739389515,0.564794490456032,0.786408580300609
"Tbcel",315.863730783473,-0.0250652099583511,0.0435688101514356,-0.575301686486962,0.565087281130696,0.786520184289362
"Sh3glb2",998.11925741275,-0.055156288754411,0.0958549573678326,-0.57541404502174,0.56501130757929,0.786520184289362
"Plcd1",46.0850316816489,0.0784557705676826,0.136348774665227,0.575405028466981,0.565017404128363,0.786520184289362
"Fetub",1.51297770234827,0.322133866578834,0.559954307349645,0.575285987357693,0.565097896813294,0.786520184289362
"Proser3",19.728374219273,0.118709700149684,0.20627880554519,0.575481808884521,0.564965490013761,0.786520184289362
"Sympk",861.262254571481,0.0328142616963988,0.05706196191953,0.57506367801854,0.565248231707492,0.786667267245593
"Stk39",497.487401686942,0.0277857312132077,0.0483435739374204,0.574755421458407,0.56545671951726,0.786895253143983
"A330023F24Rik",354.186073292078,-0.0436475167186277,0.0759963238850955,-0.574337211160656,0.565739633051535,0.787164584218229
"Dnah9",43.0561458894714,0.0695868140728487,0.121149779391911,0.574386634644543,0.565706195200206,0.787164584218229
"Abhd6",244.797594678989,-0.0478701804252538,0.0834210003628729,-0.573838484518567,0.566077103634892,0.787571928009527
"A930024E05Rik",22.7335319533486,-0.0953024219394333,0.166179497121773,-0.573490855310494,0.566312389091255,0.787837050532496
"Tab2",393.074297039606,0.0360979654127575,0.0629703575018772,0.573253302741395,0.566473198492073,0.787949271302411
"Hoxc4",8.31346911513331,0.187942002709196,0.327897251054767,0.573173462432611,0.566527250697986,0.787949271302411
"Gtf2h4",53.8793417065578,0.0855029954000664,0.149164466496015,0.57321289318157,0.56650055561528,0.787949271302411
"Fdps",106.530729578878,0.0651729349599867,0.113720200763843,0.573099014266851,0.566577654630342,0.787957159822633
"Ramp2",60.051093120811,-0.0840806808904022,0.146798284827408,-0.572763373831354,0.5668049212859,0.787987171694854
"A330032B11Rik",2.22391881480877,0.260347508189171,0.454377230999726,0.572976571947391,0.566660556908977,0.787987171694854
"Crnkl1",74.0469071237121,0.0551099181447929,0.0962220627969254,0.572736818801123,0.566822903919699,0.787987171694854
"Calhm5",22.5229265507047,-0.0906757735036566,0.158283123932916,-0.572870760006526,0.566732203907258,0.787987171694854
"Smim5",5.99592288225291,0.170584146726371,0.297825091707873,0.572766202297326,0.566803005910947,0.787987171694854
"Spata17",2.7669328285766,-0.250319035917697,0.437221259841321,-0.572522562165765,0.566968005027126,0.788126689437565
"Pnoc",70.1343872232692,0.0877456109725784,0.153332319881293,0.572257766924216,0.567147357008075,0.788127224179334
"Ube2u",0.957705255790928,0.449283036739747,0.785013518461844,0.572325222653582,0.567101665091997,0.788127224179334
"Intu",64.371185495987,-0.0700744267832174,0.12244825719728,-0.572277861581306,0.567133745475934,0.788127224179334
"Gpr25",34.1863225125849,-0.0693708860923078,0.121184015937078,-0.572442541665947,0.567022201908123,0.788127224179334
